	SystematicName	GeneSymbol
1050	YPL197C	YPL197C
1051	YDL184C	RPL41A
1052	YBL004W	UTP20
1053	YCL005W	YCL005W
1054	YAR028W	YAR028W
1055	YPL050C	MNN9
1056	YLR276C	DBP9
1057	YKL080W	VMA5
1058	YPL128C	TBF1
1059	YGL234W	ADE5,7
1060	YNL124W	NAF1
1061	YFR032C-A	RPL29
1062	YLR287C	YLR287C
1063	YMR122W-A	YMR122W-A
1064	YMR120C	ADE17
1065	YML094W	GIM5
1066	YOR217W	RFC1
1067	YNL306W	MRPS18
1068	YGL232W	TAN1
1069	YML072C	TCB3
1070	YLR347C	KAP95
1071	YGR039W	YGR039W
1072	YDR411C	DFM1
1073	YOL164W	YOL164W
1074	YBR060C	ORC2
1075	YIL093C	RSM25
1076	YGR207C	YGR207C
1077	YBR143C	SUP45
1078	YBR155W	CNS1
1079	YAR002W	NUP60
1080	YMR038C	CCS1
1081	YPL093W	NOG1
1082	YDR019C	GCV1
1083	YKL033W-A	YKL033W-A
1084	YDR424C	DYN2
1085	YER061C	CEM1
1086	YLR244C	MAP1
1087	YNL067W	RPL9B
1088	YLR214W	FRE1
1089	YGL148W	ARO2
1090	YJL035C	TAD2
1091	YNR038W	DBP6
1092	YDR060W	MAK21
1093	YHR066W	SSF1
1094	YAL019W	FUN30
1095	YDR493W	YDR493W
1096	YOL137W	BSC6
1097	YAL004W	YAL004W
1098	YBR205W	KTR3
1099	YHR143W-A	RPC10
1100	YLR113W	HOG1
1101	YBR074W	YBR074W
1102	YOR050C	YOR050C
1103	YER082C	UTP7
1104	YBL031W	SHE1
1105	YGR105W	VMA21
1106	YKR056W	TRM2
1107	YHR065C	RRP3
1108	YOR051C	YOR051C
1109	YLR268W	SEC22
1110	YMR112C	MED11
1111	YJR122W	CAF17
1112	YNL246W	VPS75
1113	YLL036C	PRP19
1114	YLR208W	SEC13
1115	YOR115C	TRS33
1116	YOL140W	ARG8
1117	YIL009C-A	EST3
1118	YCL057C-A	YCL057C-A
1119	YDL029W	ARP2
1120	YER099C	PRS2
1121	YNR028W	CPR8
1122	YDR197W	CBS2
1123	YML060W	OGG1
1124	YDL051W	LHP1
1125	YJR015W	YJR015W
1126	YGR255C	COQ6
1127	YLR118C	
1128	YDL118W	YDL118W
1129	YGR001C	YGR001C
1130	YMR200W	ROT1
1131	YNL001W	DOM34
1132	YDL108W	KIN28
1133	YHR046C	INM1
1134	YKL014C	URB1
1135	YDL036C	YDL036C
1136	YGL157W	YGL157W
1137	YDR429C	TIF35
1138	Q0045	COX1
1139	YIL020C	HIS6
1140	YKL078W	DHR2
1141	YEL050C	RML2
1142	YCR087C-A	YCR087C-A
1143	YKL138C	MRPL31
1144	YML023C	YML023C
1145	YGL064C	MRH4
1146	YDR267C	YDR267C
1147	YKL058W	TOA2
1148	YOR201C	YOR201C
1149	YKR083C	DAD2
1150	YKR082W	NUP133
1151	YPR138C	MEP3
1152	YBL092W	RPL32
1153	YIL039W	YIL039W
1154	YPL178W	CBC2
1155	YBL011W	SCT1
1156	YJL173C	RFA3
1157	YGR074W	SMD1
1158	YBR172C	SMY2
1159	YHR169W	DBP8
1160	YOR295W	UAF30
1161	YGL139W	YGL139W
1162	YGR026W	YGR026W
1163	YPR183W	DPM1
1164	YNR072W	HXT17
1165	YPL097W	MSY1
1166	YDL122W	UBP1
1167	YPL246C	RBD2
1168	YFR020W	YFR020W
1169	YPR067W	ISA2
1170	YNL231C	PDR16
1171	YLR277C	YSH1
1172	YPL208W	YPL208W
1173	YGR004W	PEX31
1174	YNL072W	RNH201
1175	YML082W	YML082W
1176	YJL181W	YJL181W
1177	YIL069C	RPS24B
1178	YGL070C	RPB9
1179	YCR102C	YCR102C
1180	YIL145C	PAN6
1181	YKL027W	YKL027W
1182	YPL218W	SAR1
1183	YNL090W	RHO2
1184	YDR515W	SLF1
1185	YGL044C	RNA15
1186	YNL152W	YNL152W
1187	YOL086C	ADH1
1188	YGL111W	NSA1
1189	YNL290W	RFC3
1190	YBR083W	TEC1
1191	YMR178W	YMR178W
1192	YER141W	COX15
1193	YNL244C	SUI1
1194	YML073C	RPL6A
1195	YLR236C	YLR236C
1196	YMR060C	SAM37
1197	YGR165W	MRPS35
1198	YOR269W	PAC1
1199	YDL151C	BUD30
1200	YDR405W	MRP20
1201	YDR016C	DAD1
1202	YOR125C	CAT5
1203	YHR020W	YHR020W
1204	YLR239C	LIP2
1205	YDL003W	MCD1
1206	YMR259C	YMR259C
1207	YOR116C	RPO31
1208	YDL061C	RPS29B
1209	YLR062C	BUD28
1210	YOL033W	MSE1
1211	YHR153C	SPO16
1212	YPR190C	RPC82
1213	YDL213C	NOP6
1214	YPL111W	CAR1
1215	YNR052C	POP2
1216	YHR017W	YSC83
1217	YOR187W	TUF1
1218	YNL029C	KTR5
1219	YOR375C	GDH1
1220	YBR075W	YBR075W
1221	YMR225C	MRPL44
1222	YHR149C	SKG6
1223	YCR046C	IMG1
1224	YDR107C	YDR107C
1225	YBL057C	PTH2
1226	YCR028C	FEN2
1227	YKL191W	DPH2
1228	YHR127W	YHR127W
1229	YPR198W	SGE1
1230	YEL018W	EAF5
1231	YDR487C	RIB3
1232	YDL166C	FAP7
1233	YPL175W	SPT14
1234	YNL081C	SWS2
1235	YMR177W	MMT1
1236	YDL211C	YDL211C
1237	YGL126W	SCS3
1238	YDR236C	FMN1
1239	YGR247W	CPD1
1240	YHR179W	OYE2
1241	YDR036C	EHD3
1242	YLR021W	YLR021W
1243	YNL256W	FOL1
1244	YJR048W	CYC1
1245	YGR241C	YAP1802
1246	YBR161W	CSH1
1247	YDR280W	RRP45
1248	YPL047W	SGF11
1249	YJR092W	BUD4
1250	YDR146C	SWI5
1251	YDR119W	YDR119W
1252	YBR121C	GRS1
1253	YGL065C	ALG2
1254	YLR437C	YLR437C
1255	YOR294W	RRS1
1256	YOR149C	SMP3
1257	YJR030C	YJR030C
1258	YDR303C	RSC3
1259	YDR161W	YDR161W
1260	YMR211W	DML1
1261	YEL067C	YEL067C
1262	YDR510W	SMT3
1263	YBR090C	YBR090C
1264	YDR268W	MSW1
1265	YHR198C	YHR198C
1266	YBR271W	YBR271W
1267	YOR252W	YOR252W
1268	YML027W	YOX1
1269	YDL117W	CYK3
1270	YHR039C	MSC7
1271	YGR234W	YHB1
1272	YNL320W	YNL320W
1273	YPL146C	NOP53
1274	YER032W	FIR1
1275	YOR168W	GLN4
1276	YML021C	UNG1
1277	Q0275	COX3
1278	YBL051C	PIN4
1279	YPR099C	YPR099C
1280	YFR035C	YFR035C
1281	YNL046W	YNL046W
1282	YDR284C	DPP1
1283	YNR048W	YNR048W
1284	YDL047W	SIT4
1285	YDR299W	BFR2
1286	YGR120C	COG2
1287	YDL042C	SIR2
1288	YGL231C	YGL231C
1289	YPR129W	SCD6
1290	YPR017C	DSS4
1291	YBR164C	ARL1
1292	YOR175C	YOR175C
1293	YOR128C	ADE2
1294	YML127W	RSC9
1295	YPL001W	HAT1
1296	YGR090W	UTP22
1297	YPR033C	HTS1
1298	YML081C-A	ATP18
1299	YAL058W	CNE1
1300	YBR017C	KAP104
1301	YDL235C	YPD1
1302	YJL134W	LCB3
1303	YOR305W	YOR305W
1304	YDL141W	BPL1
1305	YDR339C	YDR339C
1306	YER127W	LCP5
1307	YHR204W	MNL1
1308	YML102W	CAC2
1309	YLL008W	DRS1
1310	YLR374C	YLR374C
1311	YOR098C	NUP1
1312	YJL201W	ECM25
1313	YMR032W	HOF1
1314	YKL114C	APN1
1315	YHR112C	YHR112C
1316	YDR372C	VPS74
1317	YLR316C	TAD3
1318	YOL115W	PAP2
1319	YNL056W	YNL056W
1320	YGL058W	RAD6
1321	Q0110	BI2
1322	YDR157W	YDR157W
1323	YJR055W	HIT1
1324	YPR176C	BET2
1325	YGR021W	YGR021W
1326	YJR043C	POL32
1327	YPR050C	YPR050C
1328	YKL172W	EBP2
1329	YLR397C	AFG2
1330	YCL050C	APA1
1331	YJL177W	RPL17B
1332	YNL102W	POL1
1333	YNL249C	MPA43
1334	YAL060W	BDH1
1335	YIL090W	ICE2
1336	YJR105W	ADO1
1337	YKL068W	NUP100
1338	YOL023W	IFM1
1339	YLR333C	RPS25B
1340	YAL025C	MAK16
1341	YFL001W	DEG1
1342	YIL051C	MMF1
1343	YNL110C	NOP15
1344	YLR242C	ARV1
1345	YLR083C	EMP70
1346	YJR132W	NMD5
1347	YDL066W	IDP1
1348	YLR067C	PET309
1349	YNR051C	BRE5
1350	YPR136C	YPR136C
1351	YDR190C	RVB1
1352	YGR033C	TIM21
1353	YER056C-A	RPL34A
1354	YKL053C-A	MDM35
1355	YHR086W	NAM8
1356	YBR260C	RGD1
1357	YKR044W	UIP5
1358	YOR236W	DFR1
1359	YEL053C	MAK10
1360	YFL037W	TUB2
1361	YOR073W	SGO1
1362	YHR108W	GGA2
1363	YGL085W	YGL085W
1364	YDR252W	BTT1
1365	YGL142C	GPI10
1366	YJR139C	HOM6
1367	YGL032C	AGA2
1368	YEL068C	YEL068C
1369	YEL071W	DLD3
1370	YER076C	YER076C
1371	YGR162W	TIF4631
1372	YOL158C	ENB1
1373	YNL130C	CPT1
1374	YJR129C	YJR129C
1375	YOR074C	CDC21
1376	YHR172W	SPC97
1377	YDL116W	NUP84
1378	YMR142C	RPL13B
1379	YDR180W	SCC2
1380	YDL165W	CDC36
1381	YOR241W	MET7
1382	YDL131W	LYS21
1383	YLR048W	RPS0B
1384	YMR144W	YMR144W
1385	YHR162W	YHR162W
1386	YLR255C	YLR255C
1387	YGR030C	POP6
1388	YDL133C-A	RPL41B
1389	YOR307C	SLY41
1390	YAL021C	CCR4
1391	YOR020C	HSP10
1392	YOR014W	RTS1
1393	YJR040W	GEF1
1394	YMR146C	TIF34
1395	YNR035C	ARC35
1396	YLR134W	PDC5
1397	YFR047C	BNA6
1398	YOR202W	HIS3
1399	YJR062C	NTA1
1400	YFL047W	RGD2
1401	YBR181C	RPS6B
1402	YKL122C	SRP21
1403	YKR035C	YKR035C
1404	YCR044C	PER1
1405	YPR062W	FCY1
1406	YGL162W	SUT1
1407	YDL119C	YDL119C
1408	YOR131C	YOR131C
1409	YGL149W	YGL149W
1410	YOR212W	STE4
1411	YNL190W	YNL190W
1412	YNL150W	YNL150W
1413	YEL072W	RMD6
1414	YPR119W	CLB2
1415	YMR236W	TAF9
1416	YKR077W	YKR077W
1417	YPR124W	CTR1
1418	YER157W	COG3
1419	YOR239W	ABP140
1420	YNL292W	PUS4
1421	YPL103C	YPL103C
1422	YAL038W	CDC19
1423	YDR121W	DPB4
1424	YER006W	NUG1
1425	YPL063W	TIM50
1426	Q0140	VAR1
1427	YCR071C	IMG2
1428	YPR132W	RPS23B
1429	YBR011C	IPP1
1430	YDR484W	VPS52
1431	YMR269W	YMR269W
1432	YPR016C	TIF6
1433	YBR160W	CDC28
1434	YLR262C	YPT6
1435	YMR235C	RNA1
1436	YNR027W	BUD17
1437	YLR381W	CTF3
1438	YKL218C	SRY1
1439	YGL220W	YGL220W
1440	YHL038C	CBP2
1441	YML017W	PSP2
1442	YKR030W	GMH1
1443	YJR133W	XPT1
1444	YPL189W	GUP2
1445	YNL189W	SRP1
1446	YNL197C	WHI3
1447	YGR216C	GPI1
1448	YOR373W	NUD1
1449	YGR214W	RPS0A
1450	YOR081C	YOR081C
1451	YBR213W	MET8
1452	YDR249C	YDR249C
1453	YIR042C	YIR042C
1454	YFL010C	WWM1
1455	YCR024C-A	PMP1
1456	YMR293C	YMR293C
1457	YML077W	BET5
1458	YCL001W	RER1
1459	YDR257C	SET7
1460	YOR270C	VPH1
1461	YGL009C	LEU1
1462	YOR109W	INP53
1463	YLR404W	YLR404W
1464	YAL009W	SPO7
1465	YCR020W-B	HTL1
1466	YER125W	RSP5
1467	YER078C	YER078C
1468	YPL013C	MRPS16
1469	YBR044C	TCM62
1470	YMR239C	RNT1
1471	YMR244C-A	YMR244C-A
1472	YAR008W	SEN34
1473	YOL162W	YOL162W
1474	YBL061C	SKT5
1475	YOR284W	HUA2
1476	YGL014W	PUF4
1477	YGR012W	YGR012W
1478	YLR215C	CDC123
1479	YKL101W	HSL1
1480	YGL021W	ALK1
1481	YNL098C	RAS2
1482	YGL080W	YGL080W
1483	YIL098C	FMC1
1484	YKL106W	AAT1
1485	YHR070W	TRM5
1486	YFR009W	GCN20
1487	YBR159W	YBR159W
1488	YNL321W	YNL321W
1489	YLR456W	YLR456W
1490	YOL052C	SPE2
1491	YMR300C	ADE4
1492	YLR150W	STM1
1493	YGR094W	VAS1
1494	YEL007W	YEL007W
1495	YJL051W	YJL051W
1496	YKR027W	YKR027W
1497	YJL217W	YJL217W
1498	YOR157C	PUP1
1499	YIL128W	MET18
1500	YOL149W	DCP1
1501	YHR217C	YHR217C
1502	YDL069C	CBS1
1503	YCR051W	YCR051W
1504	YJL059W	YHC3
1505	YDR103W	STE5
1506	YCL044C	YCL044C
1507	YLR023C	IZH3
1508	YIL086C	YIL086C
1509	YLR176C	RFX1
1510	YNL074C	MLF3
1511	YGR198W	YGR198W
1512	YLR092W	SUL2
1513	YGL028C	SCW11
1514	YLR321C	SFH1
1515	YJL212C	OPT1
1516	YHR029C	YHR029C
1517	YDR494W	RSM28
1518	YDR500C	RPL37B
1519	YPR090W	YPR090W
1520	YMR282C	AEP2
1521	YPR058W	YMC1
1522	YKR008W	RSC4
1523	YMR091C	NPL6
1524	YMR078C	CTF18
1525	YEL055C	POL5
1526	YCR099C	YCR099C
1527	YBR158W	AMN1
1528	YDR428C	YDR428C
1529	YNL283C	WSC2
1530	YMR138W	CIN4
1531	YHR120W	MSH1
1532	YLR131C	ACE2
1533	YGR080W	TWF1
1534	YDR152W	GIR2
1535	YKR013W	PRY2
1536	YNL051W	COG5
1537	YGR136W	LSB1
1538	YLR328W	NMA1
1539	YKL025C	PAN3
1540	YBR263W	SHM1
1541	YGR204W	ADE3
1542	YJL172W	CPS1
1543	YPL243W	SRP68
1544	YOL042W	NGL1
1545	YPR051W	MAK3
1546	YCR084C	TUP1
1547	YNL313C	YNL313C
1548	YAL035W	FUN12
1549	YLR076C	YLR076C
1550	YAL029C	MYO4
1551	YMR149W	SWP1
1552	YPL188W	POS5
1553	YGR083C	GCD2
1554	YGR118W	RPS23A
1555	YLR443W	ECM7
1556	YDR399W	HPT1
1557	YNR039C	ZRG17
1558	YDL143W	CCT4
1559	YBR125C	PTC4
1560	YPL157W	TGS1
1561	YKR045C	YKR045C
1562	YDL177C	YDL177C
1563	YNR026C	SEC12
1564	YIL100W	YIL100W
1565	YKL063C	YKL063C
1566	YLR343W	GAS2
1567	YHR011W	DIA4
1568	YLR132C	
1569	YGR124W	ASN2
1570	YGL018C	JAC1
1571	YJR045C	SSC1
1572	YDL112W	TRM3
1573	YOR246C	YOR246C
1574	YOR133W	EFT1
1575	YKL021C	MAK11
1576	YFR025C	HIS2
1577	YIR027C	DAL1
1578	YOR061W	CKA2
1579	YJL064W	YJL064W
1580	YGL043W	DST1
1581	YHR121W	LSM12
1582	YCR008W	SAT4
1583	YDR056C	YDR056C
1584	YDR316W	OMS1
1585	YER059W	PCL6
1586	YDR371W	CTS2
1587	YKL024C	URA6
1588	YDR309C	GIC2
1589	YOR370C	MRS6
1590	YOR264W	DSE3
1591	YPR112C	MRD1
1592	YGL057C	YGL057C
1593	YBR288C	APM3
1594	YIR031C	DAL7
1595	YHL014C	YLF2
1596	YML008C	ERG6
1597	YGL257C	MNT2
1598	YNL255C	GIS2
1599	YPL029W	SUV3
1600	YOR129C	YOR129C
1601	YLL024C	SSA2
1602	YBR196C	PGI1
1603	YKL143W	LTV1
1604	YOR222W	ODC2
1605	YJL186W	MNN5
1606	YPR162C	ORC4
1607	YDR179W-A	YDR179W-A
1608	YPL069C	BTS1
1609	YNR032W	PPG1
1610	YMR007W	YMR007W
1611	YMR228W	MTF1
1612	YPL158C	YPL158C
1613	YLR266C	PDR8
1614	YGL105W	ARC1
1615	YPL238C	YPL238C
1616	YBR077C	SLM4
1617	YOR335C	ALA1
1618	YBL052C	SAS3
1619	YNR034W	SOL1
1620	YIL170W	HXT12
1621	YML085C	TUB1
1622	YGL187C	COX4
1623	YML086C	ALO1
1624	YOR226C	ISU2
1625	YAR003W	SWD1
1626	YDR439W	LRS4
1627	YLR226W	BUR2
1628	YFL025C	BST1
1629	YER016W	BIM1
1630	YLR119W	SRN2
1631	YGL050W	YGL050W
1632	YGL106W	MLC1
1633	YML090W	YML090W
1634	YDL046W	YDL046W
1635	YER042W	MXR1
1636	YPL183W-A	YPL183W-A
1637	YPL139C	UME1
1638	YGL226C-A	OST5
1639	YPR187W	RPO26
1640	YGL022W	STT3
1641	YDL226C	GCS1
1642	YOL076W	MDM20
1643	YCL054W	SPB1
1644	YDL006W	PTC1
1645	YOL139C	CDC33
1646	YGR222W	PET54
1647	YGL112C	TAF6
1648	YMR113W	FOL3
1649	YJL095W	BCK1
1650	YDR433W	YDR433W
1651	YER010C	YER010C
1652	YGR285C	ZUO1
1653	YLR049C	YLR049C
1654	YPR053C	YPR053C
1655	YLR052W	IES3
1656	YPR118W	YPR118W
1657	YJL065C	DLS1
1658	YPL066W	YPL066W
1659	YDR352W	YDR352W
1660	YDL073W	YDL073W
1661	YDL125C	HNT1
1662	YLR181C	VTA1
1663	YJL003W	COX16
1664	YLR199C	YLR199C
1665	YJL078C	PRY3
1666	YJL076W	NET1
1667	YAL034W-A	MTW1
1668	YOR122C	PFY1
1669	YOR087W	YVC1
1670	YKL209C	STE6
1671	YMR307W	GAS1
1672	YGR155W	CYS4
1673	YBR176W	ECM31
1674	YNR024W	YNR024W
1675	YBR015C	MNN2
1676	YDR078C	SHU2
1677	YML012W	ERV25
1678	YLR336C	SGD1
1679	YJL158C	CIS3
1680	YLL061W	MMP1
1681	YHR063C	PAN5
1682	YER126C	NSA2
1683	YGL087C	MMS2
1684	YJL118W	YJL118W
1685	YGR284C	ERV29
1686	YNR053C	NOG2
1687	YDR503C	LPP1
1688	YIL008W	URM1
1689	YGL061C	DUO1
1690	YOL092W	YOL092W
1691	YDR370C	YDR370C
1692	YOR278W	HEM4
1693	YDR147W	EKI1
1694	YLR221C	RSA3
1695	YMR283C	RIT1
1696	YIL133C	RPL16A
1697	YKR094C	RPL40B
1698	YBL003C	HTA2
1699	YLR272C	YCS4
1700	YIL078W	THS1
1701	YDR151C	CTH1
1702	YGL198W	YIP4
1703	YHR085W	IPI1
1704	YPL169C	MEX67
1705	YNL330C	RPD3
1706	YNL154C	YCK2
1707	YMR099C	YMR099C
1708	YIL116W	HIS5
1709	YPR009W	SUT2
1710	YBR023C	CHS3
1711	YLR168C	YLR168C
1712	YER019W	ISC1
1713	YLR071C	RGR1
1714	YLR317W	YLR317W
1715	YOR250C	CLP1
1716	YCR054C	CTR86
1717	YPL163C	SVS1
1718	YMR132C	JLP2
1719	YLL012W	YEH1
1720	YLR137W	YLR137W
1721	YDR172W	SUP35
1722	YDL068W	YDL068W
1723	YPL090C	RPS6A
1724	YOR091W	YOR091W
1725	YGR182C	YGR182C
1726	YIL004C	BET1
1727	YER107C	GLE2
1728	YLR162W	YLR162W
1729	YJL143W	TIM17
1730	YGL098W	USE1
1731	YER063W	THO1
1732	YER151C	UBP3
1733	YDL002C	NHP10
1734	YLL051C	FRE6
1735	YGL193C	YGL193C
1736	YLR455W	YLR455W
1737	YLR185W	RPL37A
1738	YDR075W	PPH3
1739	YML001W	YPT7
1740	YDR089W	YDR089W
1741	YNL326C	YNL326C
1742	YAR007C	RFA1
1743	YPL105C	YPL105C
1744	YOR320C	GNT1
1745	YLR305C	STT4
1746	YOL142W	RRP40
1747	YJL025W	RRN7
1748	YGL122C	NAB2
1749	YOR205C	YOR205C
1750	YGR257C	MTM1
1751	YDR245W	MNN10
1752	YCL043C	PDI1
1753	YBL069W	AST1
1754	YIL059C	YIL059C
1755	YJR057W	CDC8
1756	YOR130C	ORT1
1757	YCR061W	YCR061W
1758	YOL114C	YOL114C
1759	YLR295C	ATP14
1760	YBR281C	YBR281C
1761	YEL006W	YEL006W
1762	YKL190W	CNB1
1763	YNL232W	CSL4
1764	YNL035C	YNL035C
1765	YAL039C	CYC3
1766	YKL042W	SPC42
1767	YPL085W	SEC16
1768	YOR026W	BUB3
1769	YOR176W	HEM15
1770	YPL199C	YPL199C
1771	YOR011W	AUS1
1772	YOR071C	YOR071C
1773	YJR093C	FIP1
1774	YML092C	PRE8
1775	Q0105	COB
1776	YPL036W	PMA2
1777	YDR373W	FRQ1
1778	YGL100W	SEH1
1779	YPR103W	PRE2
1780	YOR331C	YOR331C
1781	YMR317W	YMR317W
1782	YMR285C	NGL2
1783	YDL012C	YDL012C
1784	YHR069C	RRP4
1785	YGL048C	RPT6
1786	YLR370C	ARC18
1787	YDL192W	ARF1
1788	YGL027C	CWH41
1789	YDR004W	RAD57
1790	YGR106C	YGR106C
1791	YDR333C	YDR333C
1792	YKL054C	DEF1
1793	YCR023C	YCR023C
1794	YLR363C	NMD4
1795	YIR001C	SGN1
1796	YFL044C	YFL044C
1797	YDR364C	CDC40
1798	YNL188W	KAR1
1799	YLR300W	EXG1
1800	YER161C	SPT2
1801	YIL131C	FKH1
1802	YLR198C	YLR198C
1803	YMR210W	YMR210W
1804	YOR362C	PRE10
1805	YDR235W	PRP42
1806	YJL071W	ARG2
1807	YDL236W	PHO13
1808	YOR151C	RPB2
1809	YGR252W	GCN5
1810	YIL034C	CAP2
1811	YOL013W-A	YOL013W-A
1812	YJL156C	SSY5
1813	YER023W	PRO3
1814	YMR128W	ECM16
1815	YGR024C	THG1
1816	YAL043C	PTA1
1817	YNL057W	YNL057W
1818	YPL245W	YPL245W
1819	YMR161W	HLJ1
1820	YML048W	GSF2
1821	YFR038W	YFR038W
1822	YOR037W	CYC2
1823	YDR498C	SEC20
1824	YAL042W	ERV46
1825	YPR048W	TAH18
1826	YKR090W	PXL1
1827	YGR040W	KSS1
1828	YLR390W-A	CCW14
1829	YNR055C	HOL1
1830	YKL132C	RMA1
1831	YGL067W	NPY1
1832	YGR150C	YGR150C
1833	YBR261C	YBR261C
1834	YPL015C	HST2
1835	YGL077C	HNM1
1836	YGR167W	CLC1
1837	YLL018C	DPS1
1838	YPL212C	PUS1
1839	YGR015C	YGR015C
1840	YBR249C	ARO4
1841	YML037C	YML037C
1842	YPL207W	YPL207W
1843	YJL014W	CCT3
1844	YMR187C	YMR187C
1845	YNR044W	AGA1
1846	YDR192C	NUP42
1847	YHR100C	YHR100C
1848	YNL123W	YNL123W
1849	YJL179W	PFD1
1850	YPL122C	TFB2
1851	YLR063W	YLR063W
1852	YDR541C	YDR541C
1853	YHR072W-A	NOP10
1854	YBR038W	CHS2
1855	YDL100C	ARR4
1856	YAL014C	SYN8
1857	YEL056W	HAT2
1858	YMR274C	RCE1
1859	YDR037W	KRS1
1860	YPR056W	TFB4
1861	YGR075C	PRP38
1862	YOR282W	YOR282W
1863	YGL094C	PAN2
1864	YDR448W	ADA2
1865	YMR062C	ECM40
1866	YPL215W	CBP3
1867	YDR459C	YDR459C
1868	YBR133C	HSL7
1869	YKL001C	MET14
1870	YHR134W	WSS1
1871	YLR441C	RPS1A
1872	YBL035C	POL12
1873	YOL144W	NOP8
1874	YHR076W	PTC7
1875	YNL031C	HHT2
1876	YDR198C	YDR198C
1877	YBL089W	AVT5
1878	YML113W	DAT1
1879	YGL127C	SOH1
1880	YIL010W	DOT5
1881	YKL113C	RAD27
1882	YGL082W	YGL082W
1883	YHR192W	YHR192W
1884	YHR003C	YHR003C
1885	YDR226W	ADK1
1886	YGL119W	ABC1
1887	YPR140W	TAZ1
1888	YCL035C	GRX1
1889	YLR105C	SEN2
1890	YHR188C	GPI16
1891	YNL238W	KEX2
1892	YPL074W	YTA6
1893	YCR100C	YCR100C
1894	YPR046W	MCM16
1895	YEL016C	YEL016C
1896	YER165W	PAB1
1897	Q0055	AI2
1898	YLR306W	UBC12
1899	YOR304C-A	YOR304C-A
1900	YBR156C	SLI15
1901	YNL166C	BNI5
1902	YBL014C	RRN6
1903	YKL175W	ZRT3
1904	YMR003W	YMR003W
1905	YGR027C	RPS25A
1906	YMR202W	ERG2
1907	YGL115W	SNF4
1908	YDR212W	TCP1
1909	YLR195C	NMT1
1910	YLR143W	YLR143W
1911	YNL191W	YNL191W
1912	YLR259C	HSP60
1913	YER179W	DMC1
1914	YDL017W	CDC7
1915	YOR238W	YOR238W
1916	YOL133W	HRT1
1917	YHR187W	IKI1
1918	YJL131C	YJL131C
1919	YDL008W	APC11
1920	YGR175C	ERG1
1921	YDR063W	YDR063W
1922	YJR135W-A	TIM8
1923	YML051W	GAL80
1924	YOL088C	MPD2
1925	YDR052C	DBF4
1926	YBL018C	POP8
1927	YIL106W	MOB1
1928	YOL012C	HTZ1
1929	YGR231C	PHB2
1930	YKL207W	YKL207W
1931	YDL220C	CDC13
1932	YOR287C	YOR287C
1933	YHR183W	GND1
1934	YGL202W	ARO8
1935	YFR051C	RET2
1936	YPL094C	SEC62
1937	YGR193C	PDX1
1938	YLL038C	ENT4
1939	YBR197C	YBR197C
1940	YLR091W	YLR091W
1941	YKR016W	YKR016W
1942	YLR209C	PNP1
1943	YOR200W	YOR200W
1944	YMR015C	ERG5
1945	YNL069C	RPL16B
1946	YKR070W	YKR070W
1947	YDL031W	DBP10
1948	YPR035W	GLN1
1949	YLR394W	CST9
1950	YBR014C	YBR014C
1951	YDR079W	PET100
1952	YIL022W	TIM44
1953	YLR314C	CDC3
1954	YJR123W	RPS5
1955	YNL022C	YNL022C
1956	YLR051C	YLR051C
1957	YKL168C	KKQ8
1958	YJL145W	SFH5
1959	YNL307C	MCK1
1960	YDL121C	YDL121C
1961	YJR088C	YJR088C
1962	YNR037C	RSM19
1963	YDR174W	HMO1
1964	YLR149C-A	YLR149C-A
1965	YOL069W	NUF2
1966	YHR175W	CTR2
1967	YDR307W	YDR307W
1968	YDR427W	RPN9
1969	YLL010C	PSR1
1970	YBR272C	HSM3
1971	YMR117C	SPC24
1972	YER188W	YER188W
1973	YLR275W	SMD2
1974	YOR139C	YOR139C
1975	YNL080C	YNL080C
1976	YKL186C	MTR2
1977	YJR131W	MNS1
1978	YPR145W	ASN1
1979	YNR042W	YNR042W
1980	YOR221C	MCT1
1981	YBR122C	MRPL36
1982	YDR435C	PPM1
1983	YHR036W	YHR036W
1984	YMR080C	NAM7
1985	YPL007C	TFC8
1986	YPL129W	TAF14
1987	YHR081W	LRP1
1988	YDR126W	SWF1
1989	YKL099C	UTP11
1990	YGR171C	MSM1
1991	YIR032C	DAL3
1992	YOR231W	MKK1
1993	YPL274W	SAM3
1994	YPR168W	NUT2
1995	YDR002W	YRB1
1996	YGR077C	PEX8
1997	YGL071W	RCS1
1998	YJL033W	HCA4
1999	YOR267C	HRK1
2000	YIL088C	AVT7
2001	YOR207C	RET1
2002	YOR347C	PYK2
2003	YMR246W	FAA4
2004	YLR403W	SFP1
2005	YEL003W	GIM4
2006	YMR097C	MTG1
2007	YLR193C	YLR193C
2008	YDL175C	AIR2
2009	YOR048C	RAT1
2010	YOR063W	RPL3
2011	YGL060W	YBP2
2012	YIR024C	YIR024C
2013	YJL081C	ARP4
2014	YHR060W	VMA22
2015	YDR363W-A	SEM1
2016	YKL100C	YKL100C
2017	YDR456W	NHX1
2018	YOL163W	YOL163W
2019	YDL189W	RBS1
2020	YPR125W	YPR125W
2021	YER087C-B	SBH1
2022	YKL174C	TPO5
2023	YMR214W	SCJ1
2024	YJL203W	PRP21
2025	YKL011C	CCE1
2026	YPL162C	YPL162C
2027	YGR112W	SHY1
2028	YJR001W	AVT1
2029	YER005W	YND1
2030	YCR094W	CDC50
2031	YJR058C	APS2
2032	YHR158C	KEL1
2033	YDR177W	UBC1
