	SystematicName	GeneSymbol
4779	YGR143W	SKN1
4780	YMR165C	SMP2
4781	YLL001W	DNM1
4782	YPL024W	RMI1
4783	YJL026W	RNR2
4784	YHR030C	SLT2
4785	YBR139W	YBR139W
4786	YOL034W	SMC5
4787	YGL134W	PCL10
4788	YLR399C	BDF1
4789	YKL028W	TFA1
4790	YOL036W	YOL036W
4791	YMR023C	MSS1
4792	YKR014C	YPT52
4793	YPL221W	YPL221W
4794	YBL103C	RTG3
4795	YKL145W	RPT1
4796	YDR204W	COQ4
4797	YMR232W	FUS2
4798	YGL207W	SPT16
4799	YMR047C	NUP116
4800	YGR013W	SNU71
4801	YER034W	YER034W
4802	YBR162C	TOS1
4803	YBR071W	YBR071W
4804	YOR019W	YOR019W
4805	YBL095W	YBL095W
4806	YER020W	GPA2
4807	YJL082W	IML2
4808	YOL138C	YOL138C
4809	YKL010C	UFD4
4810	YPR135W	CTF4
4811	YJR050W	ISY1
4812	YML088W	UFO1
4813	YDL049C	KNH1
4814	YFR019W	FAB1
4815	YHR202W	YHR202W
4816	YBR298C	MAL31
4817	YLL029W	YLL029W
4818	YPR134W	MSS18
4819	YMR039C	SUB1
4820	YKL065C	YKL065C
4821	YOR161C	PNS1
4822	YJR073C	OPI3
4823	YBR237W	PRP5
4824	YMR027W	YMR027W
4825	YOL025W	LAG2
4826	YGR270W	YTA7
4827	YCL025C	AGP1
4828	YGL073W	HSF1
4829	YOR084W	YOR084W
4830	YJL055W	YJL055W
4831	YBR093C	PHO5
4832	YBR132C	AGP2
4833	YMR030W	RSF1
4834	YNL276C	YNL276C
4835	YBL033C	RIB1
4836	YOL089C	HAL9
4837	YNR001C	CIT1
4838	YOL078W	AVO1
4839	YDR306C	YDR306C
4840	YDR244W	PEX5
4841	YNL336W	COS1
4842	YDL239C	ADY3
4843	YAR020C	PAU7
4844	YNR006W	VPS27
4845	YBR230C	YBR230C
4846	YBR255W	YBR255W
4847	YBL045C	COR1
4848	YLR462W	YLR462W
4849	YIL161W	YIL161W
4850	YOR030W	DFG16
4851	YNL125C	ESBP6
4852	YLR256W	HAP1
4853	YBR253W	SRB6
4854	YNL079C	TPM1
4855	YLR173W	YLR173W
4856	YMR072W	ABF2
4857	YNL332W	THI12
4858	YNL337W	YNL337W
4859	YDR231C	COX20
4860	YPL109C	YPL109C
4861	YLR007W	NSE1
4862	YFL013C	IES1
4863	YER147C	SCC4
4864	YLR270W	DCS1
4865	YIL108W	YIL108W
4866	YJL102W	MEF2
4867	YGL248W	PDE1
4868	YBR208C	DUR1,2
4869	YLR280C	YLR280C
4870	YJR126C	VPS70
4871	YDR169C	STB3
4872	YIR017C	MET28
4873	YDL154W	MSH5
4874	YLR120C	YPS1
4875	YPR185W	ATG13
4876	YDL129W	YDL129W
4877	YGR019W	UGA1
4878	YEL005C	VAB2
4879	YLR324W	PEX30
4880	YOR185C	GSP2
4881	YDR298C	ATP5
4882	YCR076C	YCR076C
4883	YPL135W	ISU1
4884	YLR330W	CHS5
4885	YPR075C	OPY2
4886	YJL042W	MHP1
4887	YJL084C	YJL084C
4888	YKL220C	FRE2
4889	YER011W	TIR1
4890	YKL096W-A	CWP2
4891	YGR133W	PEX4
4892	YDR505C	PSP1
4893	YCL038C	ATG22
4894	YGL144C	ROG1
4895	YMR121C	RPL15B
4896	YGL146C	YGL146C
4897	YLL027W	ISA1
4898	YFL057C	AAD16
4899	YBR273C	UBX7
4900	YLR288C	MEC3
4901	YIL047C	SYG1
4902	YMR110C	YMR110C
4903	YIL111W	COX5B
4904	YDL133W	YDL133W
4905	YIL036W	CST6
4906	YCR039C	MATALPHA2
4907	YOL091W	SPO21
4908	YNL144C	YNL144C
4909	YNL097C	PHO23
4910	YCR042C	TAF2
4911	YLL041C	SDH2
4912	YBR212W	NGR1
4913	YDR003W	RCR2
4914	YNL250W	RAD50
4915	YDR163W	CWC15
4916	YPR037C	ERV2
4917	YKL117W	SBA1
4918	YLR075W	RPL10
4919	YDR272W	GLO2
4920	YGL185C	
4921	YMR145C	NDE1
4922	YML007W	YAP1
4923	YFR003C	YPI1
4924	YEL057C	YEL057C
4925	YMR256C	COX7
4926	YNL208W	YNL208W
4927	YIR035C	YIR035C
4928	YJL170C	ASG7
4929	YER169W	RPH1
4930	YCL067C	HMLALPHA2
4931	YBR126C	TPS1
4932	YIL166C	YIL166C
4933	YPR165W	RHO1
4934	YLL019C	KNS1
4935	YIL061C	SNP1
4936	YPR061C	JID1
4937	YPR081C	GRS2
4938	YHL035C	
4939	YDL079C	MRK1
4940	YOR162C	YRR1
4941	YKL067W	YNK1
4942	YPL078C	ATP4
4943	YJL103C	YJL103C
4944	YLR290C	YLR290C
4945	YBR059C	AKL1
4946	YHL040C	ARN1
4947	YDR460W	TFB3
4948	YIR002C	MPH1
4949	YGL173C	KEM1
4950	YDR277C	MTH1
4951	YGL117W	YGL117W
4952	YGL208W	SIP2
4953	YOR386W	PHR1
4954	YDR473C	PRP3
4955	YCR096C	HMRA2
4956	YLR070C	XYL2
4957	YHL027W	RIM101
4958	YMR294W	JNM1
4959	YGR102C	YGR102C
4960	YER051W	YER051W
4961	YLR387C	REH1
4962	YOL151W	GRE2
4963	YPL054W	LEE1
4964	YAL056W	GPB2
4965	YOR089C	VPS21
4966	YOR113W	AZF1
4967	YNR067C	DSE4
4968	YLR216C	CPR6
4969	YLL040C	VPS13
4970	YLR273C	PIG1
4971	YCR097W	HMRA1
4972	YLL003W	SFI1
4973	YCR014C	POL4
4974	YPL271W	ATP15
4975	YMR137C	PSO2
4976	YHR157W	REC104
4977	YOR132W	VPS17
4978	YLR247C	YLR247C
4979	YLR423C	ATG17
4980	YPL262W	FUM1
4981	YOR148C	SPP2
4982	YMR227C	TAF7
4983	YKL171W	YKL171W
4984	YJL105W	SET4
4985	YNL192W	CHS1
4986	YDL181W	INH1
4987	YOL043C	NTG2
4988	YER143W	DDI1
4989	YNL133C	FYV6
4990	YLR254C	NDL1
4991	YGL104C	VPS73
4992	YPL113C	YPL113C
4993	YPL171C	OYE3
4994	YGR186W	TFG1
4995	YMR018W	YMR018W
4996	YBR241C	YBR241C
4997	YBR270C	YBR270C
4998	YKR101W	SIR1
4999	YHL021C	YHL021C
5000	YHR102W	KIC1
5001	YDR262W	YDR262W
5002	YJR103W	URA8
5003	YNL305C	YNL305C
5004	YLR205C	HMX1
5005	YLL058W	YLL058W
5006	YEL063C	CAN1
5007	YJL016W	YJL016W
5008	YDR022C	CIS1
5009	YIR003W	YIR003W
5010	YIR025W	MND2
5011	YDR377W	ATP17
5012	YDL137W	ARF2
5013	YLR089C	YLR089C
5014	YGR258C	RAD2
5015	YNL015W	PBI2
5016	YFR029W	PTR3
5017	YGR194C	XKS1
5018	YGL227W	VID30
5019	YOR223W	YOR223W
5020	YDR033W	MRH1
5021	YLR271W	YLR271W
5022	YMR020W	FMS1
5023	YOR366W	YOR366W
5024	YIL042C	YIL042C
5025	YDL091C	UBX3
5026	YDL194W	SNF3
5027	YGL190C	CDC55
5028	YDR005C	MAF1
5029	YML030W	YML030W
5030	YPL154C	PEP4
5031	YGL046W	YGL046W
5032	YNL092W	YNL092W
5033	YNL052W	COX5A
5034	YIL037C	PRM2
5035	YLR294C	YLR294C
5036	YPL167C	REV3
5037	YPL225W	YPL225W
5038	YOR389W	YOR389W
5039	YIL017C	VID28
5040	YDL020C	RPN4
5041	YBR223C	TDP1
5042	YJR156C	THI11
5043	YPL025C	YPL025C
5044	YKR058W	GLG1
5045	YGR233C	PHO81
5046	YHR034C	PIH1
5047	YLR121C	YPS3
5048	YIL077C	YIL077C
5049	YNL274C	
5050	YML131W	YML131W
5051	YDR486C	VPS60
5052	YPL249C	GYP5
5053	YBR149W	ARA1
5054	YGR121C	MEP1
5055	YMR219W	ESC1
5056	YDR358W	GGA1
5057	YAL017W	PSK1
5058	YDL013W	HEX3
5059	YGR184C	UBR1
5060	YMR180C	CTL1
5061	YKL064W	MNR2
5062	YDL199C	YDL199C
5063	YDL126C	CDC48
5064	YDL067C	COX9
5065	YMR201C	RAD14
5066	YDR134C	YDR134C
5067	YKL133C	YKL133C
5068	YER159C	BUR6
5069	YPL272C	YPL272C
5070	YJL185C	YJL185C
5071	YDL115C	IWR1
5072	YMR295C	YMR295C
5073	YOR208W	PTP2
5074	YKR095W	MLP1
5075	YOR213C	SAS5
5076	YMR108W	ILV2
5077	YLR110C	CCW12
5078	YKL124W	SSH4
5079	YDR154C	YDR154C
5080	YJR035W	RAD26
5081	YHL024W	RIM4
5082	YOR330C	MIP1
5083	YGR243W	YGR243W
5084	YGL141W	HUL5
5085	YBR043C	QDR3
5086	YDR030C	RAD28
5087	YCR007C	YCR007C
5088	YMR304W	UBP15
5089	YHR033W	YHR033W
5090	YKL182W	FAS1
5091	YNL104C	LEU4
5092	YKL103C	LAP4
5093	YBL015W	ACH1
5094	YOR059C	YOR059C
5095	YER130C	YER130C
5096	YNL014W	HEF3
5097	YDL238C	GUD1
5098	YBR033W	YBR033W
5099	YLL056C	YLL056C
5100	YPL177C	CUP9
5101	YMR068W	AVO2
5102	YNL242W	ATG2
5103	YBR256C	RIB5
5104	YOR052C	YOR052C
5105	YIR033W	MGA2
5106	YNR007C	ATG3
5107	YDR059C	UBC5
5108	YGR161C	RTS3
5109	YLR099W-A	YLR099W-A
5110	YFR053C	HXK1
5111	YOR005C	DNL4
5112	YMR181C	YMR181C
5113	YEL070W	YEL070W
5114	YBL019W	APN2
5115	YDL149W	ATG9
5116	YMR191W	SPG5
5117	YKL085W	MDH1
5118	YMR302C	PRP12
5119	YOR044W	YOR044W
5120	YLR431C	ATG23
5121	YFL066C	YFL066C
5122	YOR054C	VHS3
5123	YIL125W	KGD1
5124	YER096W	SHC1
5125	YLR136C	TIS11
5126	YOR220W	YOR220W
5127	YNL161W	CBK1
5128	YJR074W	MOG1
5129	YPL277C	YPL277C
5130	YDR028C	REG1
5131	YDR242W	AMD2
5132	YLR213C	CRR1
5133	YGL191W	COX13
5134	YER067W	YER067W
5135	YOR227W	YOR227W
5136	YGL006W	PMC1
5137	YLR189C	ATG26
5138	YPL231W	FAS2
5139	YER045C	ACA1
5140	YHR150W	PEX28
5141	YPL110C	YPL110C
5142	YMR140W	SIP5
5143	YLR109W	AHP1
5144	YNR068C	YNR068C
5145	YGR244C	LSC2
5146	YPL278C	YPL278C
5147	YJR109C	CPA2
5148	YHR071W	PCL5
5149	YNL115C	YNL115C
5150	YMR278W	YMR278W
5151	YOR391C	HSP33
5152	YER162C	RAD4
5153	YPR148C	YPR148C
5154	YMR173W-A	YMR173W-A
5155	YJL057C	YJL057C
5156	YOL044W	PEX15
5157	YLR142W	PUT1
5158	YCR032W	BPH1
5159	YBR062C	YBR062C
5160	YAL054C	ACS1
5161	YKL123W	YKL123W
5162	YDR085C	AFR1
5163	YJL141C	YAK1
5164	YOR042W	CUE5
5165	YML116W-A	YML116W-A
5166	YBL075C	SSA3
5167	YJL164C	TPK1
5168	YEL020C	YEL020C
5169	YPR049C	ATG11
5170	YDR366C	YDR366C
5171	YMR304C-A	YMR304C-A
5172	YER035W	EDC2
5173	YKL150W	MCR1
5174	YBR269C	YBR269C
5175	YPR005C	HAL1
5176	YPL017C	YPL017C
5177	YLR099C	ICT1
5178	YMR297W	PRC1
5179	YHR219W	YHR219W
5180	YPR127W	YPR127W
5181	YOR396W	YOR396W
5182	YDR040C	ENA1
5183	YDR122W	KIN1
5184	YHR140W	YHR140W
5185	YPR077C	YPR077C
5186	YBR050C	REG2
5187	YDR273W	DON1
5188	YPL159C	PET20
5189	YLL066C	YLL066C
5190	YML133C	YML133C
5191	YDR545W	YRF1-1
5192	YNL103W	MET4
5193	YNL215W	IES2
5194	YMR311C	GLC8
5195	YKL221W	MCH2
5196	YLR466W	YRF1-4
5197	YOR007C	SGT2
5198	YNL339C	YRF1-6
5199	YNL007C	SIS1
5200	YCL056C	YCL056C
5201	YAR050W	FLO1
5202	YOL109W	ZEO1
5203	YJL047C	RTT101
5204	YOR385W	YOR385W
5205	YEL041W	YEL041W
5206	YDR317W	HIM1
5207	YLR053C	YLR053C
5208	YPR002C-A	YPR002C-A
5209	YGL045W	RIM8
5210	YLR257W	YLR257W
5211	YLR252W	YLR252W
5212	YBR118W	TEF2
5213	YPL201C	YPL201C
5214	YOL082W	ATG19
5215	YOL032W	YOL032W
5216	YGR268C	HUA1
5217	YKL016C	ATP7
5218	YDL147W	RPN5
5219	YER158C	YER158C
5220	YOL100W	PKH2
5221	YBR285W	YBR285W
5222	YLR284C	ECI1
5223	YHL008C	YHL008C
5224	YIR038C	GTT1
5225	YLR467W	YRF1-5
5226	YBR214W	SDS24
5227	YNL223W	ATG4
5228	YMR017W	SPO20
5229	YML089C	YML089C
5230	YKL053W	YKL053W
5231	YDL048C	STP4
5232	YBR068C	BAP2
5233	YGL166W	CUP2
5234	YHR106W	TRR2
5235	YLR362W	STE11
5236	YFL062W	COS4
5237	YLR438W	CAR2
5238	YDR148C	KGD2
5239	YPR204W	YPR204W
5240	YMR056C	AAC1
5241	YGR130C	YGR130C
5242	YKL023W	YKL023W
5243	YHR053C	CUP1-1
5244	YLR152C	YLR152C
5245	YKL188C	PXA2
5246	YGL062W	PYC1
5247	YPR001W	CIT3
5248	YER015W	FAA2
5249	YMR135C	GID8
5250	YBR280C	YBR280C
5251	YPL258C	THI21
5252	YDL124W	YDL124W
5253	YDL113C	ATG20
5254	YLR102C	APC9
5255	YIL146C	ECM37
5256	YBR001C	NTH2
5257	YMR186W	HSC82
5258	YPL092W	SSU1
5259	YJL132W	YJL132W
5260	YBR203W	COS111
5261	YPL283C	YRF1-7
5262	YMR031C	YMR031C
5263	YPL058C	PDR12
5264	YHR006W	STP2
5265	YGR296W	YRF1-3
5266	YKR091W	SRL3
5267	YOR036W	PEP12
5268	YHR055C	CUP1-2
5269	YLL057C	JLP1
5270	YER190W	YRF1-2
5271	YGR127W	YGR127W
5272	YIL177C	YIL177C
5273	YGR209C	TRX2
5274	YPL119C	DBP1
5275	YDR077W	SED1
5276	YGR110W	YGR110W
5277	YOL016C	CMK2
5278	YER054C	GIP2
5279	YLL060C	GTT2
5280	YOR100C	CRC1
5281	YGR230W	BNS1
5282	YIL097W	FYV10
5283	YIL046W	MET30
5284	YKL162C	YKL162C
5285	YLR258W	GSY2
5286	YOR298C-A	MBF1
5287	YOL132W	GAS4
5288	YJL163C	YJL163C
5289	YEL009C	GCN4
5290	YML042W	CAT2
5291	YMR052C-A	YMR052C-A
5292	YJL225C	YJL225C
5293	YGR144W	THI4
5294	YJL155C	FBP26
5295	YDL024C	DIA3
5296	YFL054C	YFL054C
5297	YLL020C	YLL020C
5298	YLR030W	YLR030W
5299	YGL180W	ATG1
5300	YMR136W	GAT2
5301	YGR154C	YGR154C
5302	YOR289W	YOR289W
5303	Q0080	AAP1
5304	YGL037C	PNC1
5305	YDR276C	PMP3
5306	YKL148C	SDH1
5307	YDR074W	TPS2
5308	YNR016C	ACC1
5309	YKR076W	ECM4
5310	YMR173W	DDR48
5311	YDL078C	MDH3
5312	YBR302C	COS2
5313	YHR008C	SOD2
5314	YLR080W	EMP46
5315	YGR250C	YGR250C
5316	YKR061W	KTR2
5317	YMR316W	DIA1
5318	YDR039C	ENA2
5319	YPL026C	SKS1
5320	YDR275W	BSC2
5321	YGR053C	YGR053C
5322	YMR169C	ALD3
5323	YHR095W	YHR095W
5324	YOR348C	PUT4
5325	YKL142W	MRP8
5326	YPR026W	ATH1
5327	YPR184W	GDB1
5328	YMR103C	YMR103C
5329	YCL040W	GLK1
5330	YOR215C	YOR215C
5331	YMR040W	YMR040W
5332	YGR138C	TPO2
5333	YDR216W	ADR1
5334	YLL059C	YLL059C
5335	YLR054C	OSW2
5336	YNL012W	SPO1
5337	YMR104C	YPK2
5338	YNL180C	RHO5
5339	YJR061W	YJR061W
5340	YMR081C	ISF1
5341	YMR271C	URA10
5342	YOR381W	FRE3
5343	YFR049W	YMR31
5344	YHR209W	YHR209W
5345	YER150W	SPI1
5346	YDL234C	GYP7
5347	YML132W	COS3
5348	YGL096W	TOS8
5349	YMR085W	YMR085W
5350	YKR049C	YKR049C
5351	YPL230W	YPL230W
5352	YBR295W	PCA1
5353	YKR009C	FOX2
5354	YAL034C	FUN19
5355	YIL113W	SDP1
5356	YLR345W	YLR345W
5357	YDR256C	CTA1
5358	YOR273C	TPO4
5359	YHL016C	DUR3
5360	YLR267W	YLR267W
5361	YOR383C	FIT3
5362	YOL153C	YOL153C
5363	YNL195C	YNL195C
5364	YJR096W	YJR096W
5365	YMR096W	SNZ1
5366	YJR155W	AAD10
5367	YOL083W	YOL083W
5368	YDR504C	SPG3
5369	YBR056W	YBR056W
5370	YLR157C	ASP3-2
5371	YJL048C	UBX6
5372	YGL055W	OLE1
5373	YLR155C	ASP3-1
5374	YJL079C	PRY1
5375	YHR087W	YHR087W
5376	YLR158C	ASP3-3
5377	YJL151C	SNA3
5378	YHR097C	YHR097C
5379	YLR160C	ASP3-4
5380	YPL240C	HSP82
5381	YER024W	YAT2
5382	YDR001C	NTH1
5383	YMR090W	YMR090W
5384	YDR046C	BAP3
5385	YMR053C	STB2
5386	YOR285W	YOR285W
5387	YOR316C	COT1
5388	YOL126C	MDH2
5389	YNL036W	NCE103
5390	YJL142C	YJL142C
5391	YLR307W	CDA1
5392	YOR177C	MPC54
5393	YPL156C	PRM4
5394	YPL123C	RNY1
5395	YIL107C	PFK26
5396	YOR027W	STI1
5397	YIL055C	YIL055C
5398	YMR114C	YMR114C
5399	YKL162C-A	YKL162C-A
5400	YBL113C	YBL113C
5401	YMR105C	PGM2
5402	YER053C	PIC2
5403	YOR028C	CIN5
5404	YNL200C	YNL200C
5405	YEL011W	GLC3
5406	YDL021W	GPM2
5407	YMR323W	ERR3
5408	YAL005C	SSA1
5409	YKL071W	YKL071W
5410	YMR280C	CAT8
5411	YIL045W	PIG2
5412	YPL222W	YPL222W
5413	YPR015C	YPR015C
5414	YOR374W	ALD4
5415	YDR313C	PIB1
5416	YDR043C	NRG1
5417	YLR297W	YLR297W
5418	YAL062W	GDH3
5419	YPR151C	SUE1
5420	YOR178C	GAC1
5421	YEL039C	CYC7
5422	YEL060C	PRB1
5423	YBR047W	YBR047W
5424	YFR033C	QCR6
5425	YCR083W	TRX3
5426	YAR068W	YAR068W
5427	YER121W	YER121W
5428	YBR046C	ZTA1
5429	YBL064C	PRX1
5430	YDR343C	HXT6
5431	YHR214W-A	YHR214W-A
5432	YBR026C	ETR1
5433	YOR393W	ERR1
5434	YOR120W	GCY1
5435	YML100W	TSL1
5436	YDR178W	SDH4
5437	YFR017C	YFR017C
5438	YBL078C	ATG8
5439	YLR194C	YLR194C
5440	YDR018C	YDR018C
5441	YIL024C	YIL024C
5442	YEL077C	YEL077C
5443	YLL039C	UBI4
5444	YDR133C	YDR133C
5445	YNR034W-A	YNR034W-A
5446	YMR250W	GAD1
5447	YLR031W	YLR031W
5448	YPL281C	ERR2
5449	YKL151C	YKL151C
5450	YDL110C	YDL110C
5451	YGR008C	STF2
5452	YDL204W	RTN2
5453	YKL093W	MBR1
5454	YNL009W	IDP3
5455	YKL026C	GPX1
5456	YDL223C	HBT1
5457	YER103W	SSA4
5458	YBL043W	ECM13
5459	YIL155C	GUT2
5460	YLR149C	YLR149C
5461	YJL144W	YJL144W
5462	YNL237W	YTP1
5463	YLL067C	YLL067C
5464	YGR070W	ROM1
5465	YDR342C	HXT7
5466	YHR138C	
5467	YJR008W	YJR008W
5468	YGR142W	BTN2
5469	YDR379C-A	YDR379C-A
5470	YIR016W	YIR016W
5471	YDR258C	HSP78
5472	YDL214C	PRR2
5473	YOR338W	YOR338W
5474	YNL202W	SPS19
5475	YPR030W	CSR2
5476	YLR178C	TFS1
5477	YDL169C	UGX2
5478	YGR087C	PDC6
5479	YMR303C	ADH2
5480	YDL215C	GDH2
5481	YKR046C	PET10
5482	YGR032W	GSC2
5483	YPL033C	YPL033C
5484	YGR236C	SPG1
5485	YJL161W	YJL161W
5486	YMR196W	YMR196W
5487	YDR070C	YDR070C
5488	YKL163W	PIR3
5489	YMR174C	PAI3
5490	YER065C	ICL1
5491	YPL280W	HSP32
5492	YHR137W	ARO9
5493	YAL061W	
5494	YGR248W	SOL4
5495	YDL085W	NDE2
5496	YGR088W	CTT1
5497	YMR322C	SNO4
5498	YGL156W	AMS1
5499	YLR377C	FBP1
5500	YFL030W	AGX1
5501	YLL026W	HSP104
5502	YNL093W	YPT53
5503	YBR169C	SSE2
5504	YGL205W	POX1
5505	YOL084W	PHM7
5506	YCR021C	HSP30
5507	Q0130	OLI1
5508	YIL136W	OM45
5509	YGR256W	GND2
5510	YOL052C-A	DDR2
5511	YKL217W	JEN1
5512	YPR160W	GPH1
5513	YML128C	MSC1
5514	YIL169C	YIL169C
5515	YNL160W	YGP1
5516	YDR171W	HSP42
5517	YPL223C	GRE1
5518	YLR174W	IDP2
5519	YNL117W	MLS1
5520	YOR173W	DCS2
5521	YBL049W	MOH1
5522	YLR312C	YLR312C
5523	YPL186C	UIP4
5524	YJL153C	INO1
5525	YFL014W	HSP12
5526	YJL116C	NCA3
5527	YOL155C	YOL155C
5528	YGL121C	GPG1
5529	YGR043C	YGR043C
5530	YBR054W	YRO2
5531	YLR327C	YLR327C
5532	YJR095W	SFC1
5533	YBL048W	YBL048W
5534	YIL160C	POT1
5535	YBR116C	YBR116C
5536	YBR072W	HSP26
5537	YHR096C	HXT5
